outcome_key,outcome,family,outcome_order,geo_key,geography,geo_order,property_key,property_type,property_order,fe_key,fixed_effects,fe_order,sample_key,status,benchmark,benchmark_se,benchmark_p,centroid,centroid_se,centroid_p,delta,relative_change_percent,se_difference,absorption_r2,N,sample,sample_order
cbd,CBD distance,primary,1,sa1,SA1,1,apartment,Apartment,2,sa4,SA4,3,large_area,estimated,-0.0992410134179222,0.104198757944916,0.349332985348658,-0.0886784619547631,0.106273444370014,0.411357341827179,0.0105625514631591,-10.6433329319989,0.00207468642509791,0.987032955162211,8001,Largest area,6
cbd,CBD distance,primary,1,sa2,SA2,2,house,House,1,none,No FE,1,sydney,estimated,-0.500081200255908,0.00157406364230142,0,-0.498620662255609,0.00157080779085617,0,0.00146053800029833,-0.292060169338682,-0.00000325585144525021,,153689,Greater Sydney,2
cbd,CBD distance,primary,1,sa2,SA2,2,house,House,1,sa3,SA3,2,sydney,estimated,-0.292312018691035,0.0485023965401613,0.000000396356905317704,-0.300906579137988,0.0462465038268332,0.0000000823570549823211,-0.00859456044695267,2.94020084615025,-0.00225589271332816,0.964972998914763,153689,Greater Sydney,2
cbd,CBD distance,primary,1,sa2,SA2,2,house,House,1,sa4,SA4,3,sydney,estimated,-0.397773727456869,0.0522875536873989,0.0000002513582644214,-0.397208506334762,0.0496139968596444,0.000000115228856323297,0.00056522112210794,-0.142096142377635,-0.00267355682775451,0.865476882548016,153689,Greater Sydney,2
cbd,CBD distance,primary,1,sa2,SA2,2,apartment,Apartment,2,none,No FE,1,sydney,estimated,-0.303931706147743,0.00223547700276483,0,-0.301505150151797,0.00220804799362172,0,0.00242655599594599,-0.798388567847019,-0.0000274290091431127,,47544,Greater Sydney,2
cbd,CBD distance,primary,1,sa2,SA2,2,apartment,Apartment,2,sa3,SA3,2,sydney,estimated,-0.203989805023619,0.0625830724121362,0.00228227347981189,-0.224034148230187,0.0488296618659858,0.0000435464435599261,-0.0200443432065686,9.8261495000928,-0.0137534105461504,0.916742453368643,47543,Greater Sydney,2
cbd,CBD distance,primary,1,sa2,SA2,2,apartment,Apartment,2,sa4,SA4,3,sydney,estimated,-0.290154276289816,0.0230095159897176,0.000000000226180645344194,-0.290629658392233,0.0175548517248915,0.0000000000024464608626763,-0.000475382102417155,0.163837703340386,-0.00545466426482616,0.797316306357318,47543,Greater Sydney,2
cbd,CBD distance,primary,1,sa2,SA2,2,house,House,1,none,No FE,1,high_clustering,estimated,-0.279913794569086,0.0017580486474928,0,-0.283308756724456,0.00176834015911428,0,-0.00339496215537061,1.21285989516773,0.0000102915116214817,,77409,High clustering,3
cbd,CBD distance,primary,1,sa2,SA2,2,house,House,1,sa3,SA3,2,high_clustering,estimated,-0.180143235160764,0.130952249629632,0.176402212180742,-0.204541343256428,0.128919697418148,0.120291331526169,-0.024398108095664,13.543727064683,-0.00203255221148385,0.993554339157542,77409,High clustering,3
cbd,CBD distance,primary,1,sa2,SA2,2,house,House,1,sa4,SA4,3,high_clustering,estimated,-0.347309788780859,0.0537428660361986,0.000000631550583417169,-0.356733190294309,0.0516661693028177,0.000000202880167687531,-0.00942340151344956,2.713255375418,-0.00207669673338093,0.951010338958218,77409,High clustering,3
cbd,CBD distance,primary,1,sa2,SA2,2,apartment,Apartment,2,none,No FE,1,high_clustering,estimated,-0.14366177554362,0.00263811412716808,0,-0.147378442502735,0.00261180672158369,0,-0.00371666695911443,2.58709524161904,-0.0000263074055843922,,18644,High clustering,3
