run_time,bootstrap_reps,bootstrap_seed,transaction_rows,data_file
2026-07-26 18:36:17.606329,999,20260714,340856,Data/Analysis/transactions_with_GNAF_and_amenities_2022_2025_nsw_updated_20260726.gpkg
